,Title,Address,Bedroom,Bathroom,Price,City,State,Zipcode
46,House,"5805 26th St N Unit 1, Arlington, VA 22207",3,2.0,3499,Arlington,VA,22207
47,Townhouse,"4836 28th St S, Arlington, VA 22206",2,2.0,2695,Arlington,VA,22206
48,Townhouse,"3080 S Glebe Rd, Arlington, VA 22206",3,3.5,3650,Arlington,VA,22206
49,House,"4767 1st St N, Arlington, VA 22203",3,2.0,3200,Arlington,VA,22203
50,House,"3020 Military Rd, Arlington, VA 22207",3,3.0,4100,Arlington,VA,22207
51,House,"4817 14th St S, Arlington, VA 22204",4,3.0,3350,Arlington,VA,22204
52,House,"637 24th St S, Arlington, VA 22202",2,Na,3000,Arlington,VA,22202
53,Townhouse,"1421 N Nash St, Arlington, VA 22209",3,6.0,12000,Arlington,VA,22209
54,House,"3706 16th St S, Arlington, VA 22204",5,3.0,3895,Arlington,VA,22204
55,House,"1151 S Edison St, Arlington, VA 22204",3,2.0,5000,Arlington,VA,22204
56,Townhouse,"3445 S Stafford St Unit A, Arlington, VA 22206",2,2.0,2950,Arlington,VA,22206
57,House,"928 19th St S, Arlington, VA 22202",3,2.0,3300,Arlington,VA,22202
58,House,"1127 N Stuart St Unit 4, Arlington, VA 22201",2,3.0,3200,Arlington,VA,22201
59,Townhouse,"2510 D S Arlington Mill Dr Unit 4, Arlington, VA 22206",2,2.5,3400,Arlington,VA,22206
60,House,"5128 28th St N, Arlington, VA 22207",5,3.5,5800,Arlington,VA,22207
61,Townhouse,"74 N Bedford St Unit 74B, Arlington, VA 22201",2,2.0,2600,Arlington,VA,22201
62,House,"5 S Garfield St, Arlington, VA 22204",4,3.5,4900,Arlington,VA,22204
63,House,"6321 Washington Blvd, Arlington, VA 22205",4,3.5,5200,Arlington,VA,22205
64,Townhouse,"4607 28th Rd S Unit C, Arlington, VA 22206",3,2.0,3200,Arlington,VA,22206
65,House,"4145 6th St S, Arlington, VA 22204",4,2.0,4300,Arlington,VA,22204
66,Townhouse,"1149 N Taylor St, Arlington, VA 22201",4,5.0,5000,Arlington,VA,22201
67,Townhouse,"3095 S Abingdon St, Arlington, VA 22206",2,2.0,2750,Arlington,VA,22206
68,Townhouse,"845 S Irving St, Arlington, VA 22204",2,2.0,2800,Arlington,VA,22204
69,Townhouse,"1601 N Colonial Terrace, Arlington, VA 22209",2,Na,2850,Arlington,VA,22209
70,House,"929 19th St S, Arlington, VA 22202",3,2.0,3300,Arlington,VA,22202
71,House,"1611 N Highland St, Arlington, VA 22201",4,4.5,5500,Arlington,VA,22201
72,House,"1600 13th St S, Arlington, VA 22204",4,3.0,3800,Arlington,VA,22204
73,Townhouse,"3713 Kemper Rd, Arlington, VA 22206",2,Na,2300,Arlington,VA,22206
74,House,"1101 17th St S, Arlington, VA 22202",3,2.0,1050,Arlington,VA,22202
75,Townhouse,"2422 S Oakland St, Arlington, VA 22206",2,2.0,2900,Arlington,VA,22206
76,House,"3405 N Peary St, Arlington, VA 22207",4,3.0,4500,Arlington,VA,22207
77,House,"822 S Arlington Mill Dr Unit 2203, Arlington, VA 22204",2,Na,1800,Arlington,VA,22204
78,House,"2622 Washington Blvd, Arlington, VA 22201",3,1.5,4200,Arlington,VA,22201
79,Townhouse,"3455 S Stafford St, Arlington, VA 22206",2,2.0,2990,Arlington,VA,22206
80,Townhouse,"2945 S Columbus St, Arlington, VA 22206",2,2.0,2800,Arlington,VA,22206
81,Townhouse,"4848 28th St S Unit B, Arlington, VA 22206",2,2.0,2800,Arlington,VA,22206
82,Townhouse,"3507 S Wakefield St, Arlington, VA 22206",2,2.0,3000,Arlington,VA,22206
83,House,"3420 N Glebe Rd, Arlington, VA 22207",4,3.0,4800,Arlington,VA,22207
84,Townhouse,"27 N Trenton St, Arlington, VA 22203",4,3.5,5000,Arlington,VA,22203
85,Townhouse,"750 S Harrison St, Arlington, VA 22204",2,2.0,2800,Arlington,VA,22204
0,Townhouse,"747 Kentucky Ave SE, Washington, DC 20003",3,2.0,3400,Washington,DC,20003
1,Townhouse,"5120 Brooks St NE, Washington, DC 20019",3,2.0,2650,Washington,DC,20019
2,Townhouse,"910 New Hampshire Ave NW, Washington, DC 20037",4,3.0,7500,Washington,DC,20037
3,Townhouse,"1224 Irving St NW Unit A, Washington, DC 20010",5,3.0,5975,Washington,DC,20010
4,House,"1112 51st Place NE, Washington, DC 20019",4,3.0,3300,Washington,DC,20019
5,Townhouse,"438 New Jersey Ave SE, Washington, DC 20003",6,4.5,11000,Washington,DC,20003
6,Townhouse,"1818 Corcoran St NE, Washington, DC 20002",2,Na,2100,Washington,DC,20002
7,House,"3906 24th St NE, Washington, DC 20018",3,2.5,3500,Washington,DC,20018
8,Townhouse,"118 17th St SE, Washington, DC 20003",3,3.5,5000,Washington,DC,20003
9,Townhouse,"1326 Otis Place NW, Washington, DC 20010",3,2.5,4500,Washington,DC,20010
10,Townhouse,"715 Kenyon St NW Unit 6, Washington, DC 20010",3,2.0,3150,Washington,DC,20010
11,Townhouse,"1407 Ridgeview Way NW, Washington, DC 20007",3,4.5,9889,Washington,DC,20007
12,House,"3426 Prospect St NW, Washington, DC 20007",3,2.0,7500,Washington,DC,20007
13,Townhouse,"1228 C St SE, Washington, DC 20003",3,2.5,5400,Washington,DC,20003
14,Townhouse,"1211 Rhode Island Ave NW Unit 2, Washington, DC 20005",3,3.5,5300,Washington,DC,20005
15,Townhouse,"1265 16th St NE, Washington, DC 20002",3,2.0,2950,Washington,DC,20002
16,House,"1417 44th St NW, Washington, DC 20007",3,3.0,5500,Washington,DC,20007
17,Townhouse,"1806 I St NE Unit 10, Washington, DC 20002",2,Na,1850,Washington,DC,20002
18,Townhouse,"1321 Talbert Terrace SE, Washington, DC 20020",2,2.0,3000,Washington,DC,20020
19,Townhouse,"1328 4th St SW, Washington, DC 20024",4,2.0,5000,Washington,DC,20024
20,Townhouse,"606 Q St NW, Washington, DC 20001",3,3.5,4400,Washington,DC,20001
21,Townhouse,"1213 Lamont St NW, Washington, DC 20010",4,3.5,6199,Washington,DC,20010
22,Townhouse,"4933 11th St NE, Washington, DC 20017",3,2.0,2950,Washington,DC,20017
23,Townhouse,"2129 1st St NW Unit 3, Washington, DC 20001",2,2.0,2500,Washington,DC,20001
24,Townhouse,"643 Lamont St NW Unit 2, Washington, DC 20010",2,2.5,3800,Washington,DC,20010
25,Townhouse,"2039 Huidekoper Place NW, Washington, DC 20007",3,3.0,5250,Washington,DC,20007
26,Townhouse,"819 Kennedy St NE, Washington, DC 20011",4,2.0,4300,Washington,DC,20011
27,Townhouse,"5449 B St SE, Washington, DC 20019",2,2.0,2200,Washington,DC,20019
28,Townhouse,"1540 Levis St NE Unit B, Washington, DC 20002",4,3.5,4000,Washington,DC,20002
29,Townhouse,"3617 18th St NE, Washington, DC 20018",3,2.5,3200,Washington,DC,20018
30,Townhouse,"1020 Massachusetts Ave NE Unit A, Washington, DC 20002",3,3.5,5500,Washington,DC,20002
31,House,"2711 Wisconsin Ave NW, Washington, DC 20007",3,4.0,4950,Washington,DC,20007
32,Townhouse,"1410 Perry Place NW, Washington, DC 20010",3,3.0,4100,Washington,DC,20010
33,Townhouse,"61 Rhode Island Ave NW, Washington, DC 20001",2,Na,2200,Washington,DC,20001
34,Townhouse,"3337 Idaho Ave NW, Washington, DC 20016",3,2.5,8978,Washington,DC,20016
35,Townhouse,"915 5th St SE, Washington, DC 20003",2,1.5,3650,Washington,DC,20003
36,House,"4016 21st St NE, Washington, DC 20018",3,Na,3500,Washington,DC,20018
37,House,"3020 P St SE, Washington, DC 20020",4,3.0,3300,Washington,DC,20020
38,House,"136 Wilmington Place SE, Washington, DC 20032",4,2.5,3100,Washington,DC,20032
39,House,"1620 21st Place SE Unit 3, Washington, DC 20020",3,Na,2008,Washington,DC,20020
40,House,"4009 Van Ness St NW, Washington, DC 20016",6,5.0,9500,Washington,DC,20016
41,Townhouse,"760 Princeton Place NW, Washington, DC 20010",3,2.0,3500,Washington,DC,20010
42,Townhouse,"1922 D St NE, Washington, DC 20002",3,2.0,3200,Washington,DC,20002
43,Townhouse,"79 O St NW Unit 201, Washington, DC 20001",2,Na,1800,Washington,DC,20001
44,Townhouse,"1425 5th St NW Unit 1, Washington, DC 20001",2,Na,2985,Washington,DC,20001
45,Townhouse,"706 10th St NE, Washington, DC 20002",3,2.5,4000,Washington,DC,20002
46,House,"6626 31st St NW, Washington, DC 20015",4,3.0,5500,Washington,DC,20015
47,Townhouse,"1601 5th St NW Unit B, Washington, DC 20001",4,4.5,8000,Washington,DC,20001
48,Townhouse,"117 15th St SE, Washington, DC 20003",4,2.5,4500,Washington,DC,20003
49,Townhouse,"310 T St NE Unit UPPER, Washington, DC 20002",3,2.5,4100,Washington,DC,20002
50,Townhouse,"2012 2nd St NW, Washington, DC 20001",3,2.5,4300,Washington,DC,20001
51,Townhouse,"123 Rhode Island Ave NE, Washington, DC 20002",4,3.5,4950,Washington,DC,20002
52,Townhouse,"947 25th St NW, Washington, DC 20037",3,2.5,5400,Washington,DC,20037
53,Townhouse,"5121 3rd St NW, Washington, DC 20011",4,3.5,4150,Washington,DC,20011
54,Townhouse,"68 Farragut Place NW, Washington, DC 20011",3,3.5,3900,Washington,DC,20011
55,Townhouse,"3612 Whitehaven Pkwy NW, Washington, DC 20007",5,2.0,9995,Washington,DC,20007
56,Townhouse,"738 Rock Creek Church Rd NW, Washington, DC 20010",5,2.5,4750,Washington,DC,20010
57,Townhouse,"1000 I St NE Unit 2, Washington, DC 20002",3,2.5,4400,Washington,DC,20002
58,Townhouse,"4412 Lingan Rd NW, Washington, DC 20007",3,5.0,5300,Washington,DC,20007
59,Townhouse,"900 24th St NW, Washington, DC 20037",4,2.5,5500,Washington,DC,20037
60,Townhouse,"4236 Grant St NE, Washington, DC 20019",4,2.0,2500,Washington,DC,20019
61,Townhouse,"1310 F St NE, Washington, DC 20002",3,2.0,3600,Washington,DC,20002
62,Townhouse,"3106 18th St NW, Washington, DC 20010",4,4.0,7000,Washington,DC,20010
63,Townhouse,"519 10th St SE, Washington, DC 20003",2,Na,3200,Washington,DC,20003
64,Townhouse,"1751 L St NE, Washington, DC 20002",2,2.5,3000,Washington,DC,20002
65,Townhouse,"1724 E St NE, Washington, DC 20002",2,1.5,2900,Washington,DC,20002
66,Townhouse,"2298 Champlain St NW Unit B, Washington, DC 20009",2,2.0,3900,Washington,DC,20009
67,Townhouse,"872 Bellevue St SE Unit 1, Washington, DC 20032",4,2.0,2300,Washington,DC,20032
68,Townhouse,"1938 Capitol Ave NE, Washington, DC 20002",2,Na,2500,Washington,DC,20002
69,Townhouse,"1112 25th St NW Unit 7, Washington, DC 20037",2,2.0,4200,Washington,DC,20037
70,Townhouse,"1452 Spring Rd NW, Washington, DC 20010",3,2.5,4500,Washington,DC,20010
71,Townhouse,"750 19th St NE Unit 3, Washington, DC 20002",2,2.5,3000,Washington,DC,20002
72,Townhouse,"2204 Wyoming Ave NW, Washington, DC 20008",5,5.5,12500,Washington,DC,20008
73,Townhouse,"622 Princeton Place NW Unit B, Washington, DC 20010",2,Na,2300,Washington,DC,20010
74,Townhouse,"3163 Hawthorne Dr NE Unit 3163, Washington, DC 20017",2,2.0,2450,Washington,DC,20017
75,Townhouse,"3740 Foote St NE, Washington, DC 20019",3,3.5,2998,Washington,DC,20019
76,House,"5109 A St SE, Washington, DC 20019",4,4.0,3200,Washington,DC,20019
77,House,"5100 Upton St NW, Washington, DC 20016",6,4.5,7850,Washington,DC,20016
78,Townhouse,"325 D St SE, Washington, DC 20003",5,3.5,9995,Washington,DC,20003
79,House,"1620 21st Place SE Unit 4, Washington, DC 20020",3,Na,2008,Washington,DC,20020
80,Townhouse,"3131 N St NW, Washington, DC 20007",3,3.0,7200,Washington,DC,20007
81,Townhouse,"1255 16th St NE, Washington, DC 20002",2,2.5,2800,Washington,DC,20002
82,Townhouse,"322 Adolf Cluss Ct SE, Washington, DC 20003",3,3.5,12000,Washington,DC,20003
83,Townhouse,"1117 7th St NE, Washington, DC 20002",4,3.0,4753,Washington,DC,20002
84,Townhouse,"4622 8th St NW, Washington, DC 20011",3,3.5,4200,Washington,DC,20011
85,Townhouse,"133 Florida Ave NW, Washington, DC 20001",3,2.5,4500,Washington,DC,20001
86,Townhouse,"1214 Trenton Place SE, Washington, DC 20032",4,2.5,2950,Washington,DC,20032
87,House,"3315 Ross Place NW, Washington, DC 20008",3,2.5,5900,Washington,DC,20008
88,Townhouse,"4336 Varnum Place NE, Washington, DC 20017",4,3.0,3700,Washington,DC,20017
89,Townhouse,"1121 3rd St NE, Washington, DC 20002",2,Na,3000,Washington,DC,20002
90,Townhouse,"449 Q St NW, Washington, DC 20001",3,2.5,4500,Washington,DC,20001
91,Townhouse,"220 8th St SE, Washington, DC 20003",3,2.5,6500,Washington,DC,20003
92,Townhouse,"3802 T St NW, Washington, DC 20007",3,2.0,5995,Washington,DC,20007
93,Townhouse,"2428 20th St NW, Washington, DC 20009",2,Na,2500,Washington,DC,20009
94,Townhouse,"808 Malcolm x Ave SE, Washington, DC 20032",3,1.5,3100,Washington,DC,20032
95,House,"6133 Sligo Mill Rd NE, Washington, DC 20011",5,3.5,5757,Washington,DC,20011
96,House,"1620 21st Place SE Unit 1, Washington, DC 20020",3,Na,1893,Washington,DC,20020
97,Townhouse,"70 T St NW Unit 1, Washington, DC 20001",3,2.5,4200,Washington,DC,20001
98,Townhouse,"1553 44th St NW, Washington, DC 20007",2,Na,2200,Washington,DC,20007
99,Townhouse,"4424 Georgia Ave NW Unit 101, Washington, DC 20011",2,2.5,3300,Washington,DC,20011
100,Townhouse,"2806 5th St NE, Washington, DC 20017",3,1.5,2700,Washington,DC,20017
101,Townhouse,"1431 Ames Place NE, Washington, DC 20002",3,2.0,3950,Washington,DC,20002
102,Townhouse,"1236 Harvard St NW Unit B, Washington, DC 20009",2,Na,2300,Washington,DC,20009
103,Townhouse,"643 Pickford Place NE, Washington, DC 20002",3,1.5,4500,Washington,DC,20002
104,Townhouse,"710 Girard St NW, Washington, DC 20001",2,1.5,3400,Washington,DC,20001
105,Townhouse,"1826 11th St NW Unit 1, Washington, DC 20001",2,2.0,3500,Washington,DC,20001
106,House,"3500 P St NW, Washington, DC 20007",4,3.5,10500,Washington,DC,20007
107,Townhouse,"1227 33rd St NW, Washington, DC 20007",4,2.5,10000,Washington,DC,20007
108,Townhouse,"1416 Belmont St NW Unit 4, Washington, DC 20009",2,Na,2900,Washington,DC,20009
109,Townhouse,"1416 Belmont St NW Unit 3, Washington, DC 20009",2,Na,2850,Washington,DC,20009
110,Townhouse,"1355 Irving St NW, Washington, DC 20010",2,1.5,2500,Washington,DC,20010
111,Townhouse,"1452 Fairmont St NW Unit A, Washington, DC 20009",2,Na,3000,Washington,DC,20009
112,Townhouse,"38 Rhode Island Ave NE Unit LOWER LEVEL, Washington, DC 20002",2,Na,2050,Washington,DC,20002
113,House,"2801 34th Place NW, Washington, DC 20007",6,5.5,8500,Washington,DC,20007
114,Townhouse,"3021 Dumbarton St NW, Washington, DC 20007",5,4.5,9995,Washington,DC,20007
115,Townhouse,"1694 Kramer St NE, Washington, DC 20002",2,Na,2800,Washington,DC,20002
116,Townhouse,"420 20th St NE, Washington, DC 20002",2,2.5,3550,Washington,DC,20002
117,Townhouse,"3911 Watson Place NW, Washington, DC 20016",4,3.0,6200,Washington,DC,20016
118,Townhouse,"204 53rd St NE, Washington, DC 20019",3,2.0,2850,Washington,DC,20019
119,Townhouse,"1419 Rittenhouse St NW, Washington, DC 20011",3,1.5,3300,Washington,DC,20011
120,House,"4047 Gault Place NE, Washington, DC 20019",5,3.0,3800,Washington,DC,20019
121,Townhouse,"623 Columbia Rd NW Unit B, Washington, DC 20001",2,Na,2450,Washington,DC,20001
122,House,"3800 Nash St SE, Washington, DC 20020",4,3.5,5500,Washington,DC,20020
123,Townhouse,"1133 Abbey Place NE, Washington, DC 20002",2,1.5,3500,Washington,DC,20002
124,Townhouse,"1311 Allison St NE, Washington, DC 20017",3,3.5,4725,Washington,DC,20017
125,House,"3819 Military Rd NW Unit 4, Washington, DC 20015",2,Na,2750,Washington,DC,20015
126,Townhouse,"3801 New Hampshire Ave NW Unit 2, Washington, DC 20011",3,3.0,5000,Washington,DC,20011
127,Townhouse,"1320 Florida Ave NE, Washington, DC 20002",3,1.5,3100,Washington,DC,20002
128,Townhouse,"3971 Martin Luther King jr Ave SW Unit 1, Washington, DC 20032",2,Na,1500,Washington,DC,20032
129,House,"3410 Garfield St NW, Washington, DC 20007",8,10.0,15000,Washington,DC,20007
130,Townhouse,"1616 26th Place SE Unit 1616-2, Washington, DC 20020",3,2.5,2650,Washington,DC,20020
131,Townhouse,"627 Lamont St NW, Washington, DC 20010",4,3.5,4850,Washington,DC,20010
132,House,"109 Wayne Place SE Unit 4, Washington, DC 20032",3,Na,1893,Washington,DC,20032
133,Townhouse,"5431 Kansas Ave NW, Washington, DC 20011",2,2.5,3200,Washington,DC,20011
134,Townhouse,"215 T St NW Unit 1, Washington, DC 20001",2,2.0,2600,Washington,DC,20001
135,House,"4319 Ellicott St NW, Washington, DC 20016",5,4.0,6500,Washington,DC,20016
136,Townhouse,"929 T St NW Unit UPPER UNIT, Washington, DC 20001",3,2.5,6200,Washington,DC,20001
137,House,"1354 Taylor St NW Unit B, Washington, DC 20011",2,Na,2100,Washington,DC,20011
138,House,"109 Wayne Place SE Unit 3, Washington, DC 20032",3,Na,1893,Washington,DC,20032
139,Townhouse,"1037 5th St NE, Washington, DC 20002",3,1.5,3600,Washington,DC,20002
140,Townhouse,"1016 G St SE, Washington, DC 20003",4,3.5,8000,Washington,DC,20003
141,House,"109 Wayne Place SE Unit 2, Washington, DC 20032",3,Na,1893,Washington,DC,20032
142,Townhouse,"1528 34th St NW Unit 1532, Washington, DC 20007",4,3.5,5995,Washington,DC,20007
143,House,"109 Wayne Place SE Unit 1, Washington, DC 20032",3,Na,1893,Washington,DC,20032
144,Townhouse,"705 Quincy St NW, Washington, DC 20011",4,3.5,4500,Washington,DC,20011
145,Townhouse,"5538 Chillum Place NE, Washington, DC 20011",3,3.0,2700,Washington,DC,20011
146,Townhouse,"804 30th St SE, Washington, DC 20019",4,3.5,5100,Washington,DC,20019
147,Townhouse,"3741 Winfield Ln NW, Washington, DC 20007",4,4.5,7500,Washington,DC,20007
148,House,"4641 Hillside Rd SE Unit 1, Washington, DC 20019",3,Na,1839,Washington,DC,20019
149,House,"4226 Fessenden St NW, Washington, DC 20016",7,4.0,7500,Washington,DC,20016
150,House,"5032 E Capitol St NE, Washington, DC 20019",2,3.5,2450,Washington,DC,20019
151,House,"4622 Laverock Place NW, Washington, DC 20007",4,3.5,9995,Washington,DC,20007
152,Townhouse,"3320 Quebec Place NW, Washington, DC 20008",4,3.5,6500,Washington,DC,20008
153,Townhouse,"311 Farragut St NW, Washington, DC 20011",5,3.5,5995,Washington,DC,20011
154,Townhouse,"709 D St SE Unit B, Washington, DC 20003",2,2.0,4500,Washington,DC,20003
155,Townhouse,"2022 Hillyer Place NW, Washington, DC 20009",4,3.0,15000,Washington,DC,20009
156,Townhouse,"1318 Ingraham St NW, Washington, DC 20011",5,3.5,6200,Washington,DC,20011
157,Townhouse,"3407 Wheeler Rd SE, Washington, DC 20032",4,2.5,2600,Washington,DC,20032
158,Townhouse,"524 15th St SE Unit B, Washington, DC 20003",3,2.5,3995,Washington,DC,20003
159,Townhouse,"661 Anacostia Ave NE, Washington, DC 20019",3,3.5,3000,Washington,DC,20019
160,Townhouse,"638 G St NE, Washington, DC 20002",2,2.0,3290,Washington,DC,20002
161,Townhouse,"1340 Levis St NE Unit 3, Washington, DC 20002",2,Na,1300,Washington,DC,20002
162,House,"2618 Newton St NE, Washington, DC 20018",3,3.5,3200,Washington,DC,20018
163,Townhouse,"451 Park Rd NW, Washington, DC 20010",6,4.0,6500,Washington,DC,20010
164,House,"5228 Bass Place SE, Washington, DC 20019",2,Na,2000,Washington,DC,20019
165,House,"6625 31st St NW, Washington, DC 20015",4,3.5,5400,Washington,DC,20015
166,House,"1303 Delafield Place NW, Washington, DC 20011",4,2.0,3840,Washington,DC,20011
167,Townhouse,"603 8th St NE, Washington, DC 20002",4,3.5,6000,Washington,DC,20002
168,Townhouse,"1837 Channing St NE, Washington, DC 20018",2,1.5,2600,Washington,DC,20018
169,House,"2869 28th St NW Unit 303, Washington, DC 20008",2,2.0,3975,Washington,DC,20008
170,Townhouse,"4346 Westover Place NW, Washington, DC 20016",3,3.5,6000,Washington,DC,20016
171,House,"3339 Military Rd NW, Washington, DC 20015",4,4.0,6950,Washington,DC,20015
172,House,"2869 28th St NW Unit 203, Washington, DC 20008",2,2.0,3950,Washington,DC,20008
173,House,"2869 28th St NW Unit 104, Washington, DC 20008",2,2.0,4200,Washington,DC,20008
174,House,"2869 28th St NW Unit 201, Washington, DC 20008",2,2.0,3950,Washington,DC,20008
175,House,"2869 28th St NW Unit 4, Washington, DC 20008",2,2.0,3950,Washington,DC,20008
176,Townhouse,"500 G St SW, Washington, DC 20024",3,2.5,5500,Washington,DC,20024
177,Townhouse,"1654 33rd St NW, Washington, DC 20007",3,2.0,6500,Washington,DC,20007
178,Townhouse,"1824 24th St NW, Washington, DC 20008",5,3.5,18000,Washington,DC,20008
179,Townhouse,"3339 Idaho Ave NW, Washington, DC 20016",3,2.5,7934,Washington,DC,20016
180,Townhouse,"1434 T St NW Unit 2 (REAR/LOWER LEVEL), Washington, DC 20009",2,Na,2595,Washington,DC,20009
181,Townhouse,"1420 Paloma Way NW, Washington, DC 20009",3,2.5,12500,Washington,DC,20009
182,Townhouse,"1915 New Hampshire Ave NW, Washington, DC 20009",2,2.0,3250,Washington,DC,20009
183,Townhouse,"4512 7th St NE, Washington, DC 20017",4,3.5,3350,Washington,DC,20017
184,Townhouse,"1604 13th St NW, Washington, DC 20009",4,3.0,16500,Washington,DC,20009
185,Townhouse,"33 Adams St NW, Washington, DC 20001",4,3.5,4750,Washington,DC,20001
186,Townhouse,"1025 Sycamore Dr SE, Washington, DC 20032",4,3.5,3200,Washington,DC,20032
187,Townhouse,"321 35th St NE, Washington, DC 20019",3,2.0,3500,Washington,DC,20019
188,House,"1015 18th St NE Unit 1, Washington, DC 20002",2,Na,1750,Washington,DC,20002
189,Townhouse,"526 Somerset Place NW, Washington, DC 20011",4,2.0,3600,Washington,DC,20011
190,Townhouse,"1626 K St NE Unit 1, Washington, DC 20002",3,4.0,3999,Washington,DC,20002
191,Townhouse,"1439 G St NE, Washington, DC 20002",3,3.0,3995,Washington,DC,20002
192,Townhouse,"1007 Florida Ave NE, Washington, DC 20002",4,4.0,4200,Washington,DC,20002
193,Townhouse,"1218 Eton Ct NW Unit T10, Washington, DC 20007",2,Na,3200,Washington,DC,20007
194,Townhouse,"1331 35th St NW Unit 1, Washington, DC 20007",2,2.0,4500,Washington,DC,20007
195,Townhouse,"3348 Prospect St NW Unit 1, Washington, DC 20007",2,2.0,5775,Washington,DC,20007
196,Townhouse,"1441 Duncan St NE, Washington, DC 20002",3,3.0,3995,Washington,DC,20002
197,Townhouse,"2837 28th St SE Unit 2, Washington, DC 20020",2,Na,1500,Washington,DC,20020
198,House,"2927 Arizona Ave NW, Washington, DC 20016",5,4.5,14700,Washington,DC,20016
199,Townhouse,"2011 Benning Rd NE Unit 4, Washington, DC 20002",3,2.0,3300,Washington,DC,20002
200,Townhouse,"2011 Benning Rd NE Unit 3, Washington, DC 20002",3,2.0,3300,Washington,DC,20002
201,Townhouse,"719 Quebec Place NW Unit TWO, Washington, DC 20010",5,3.5,7500,Washington,DC,20010
202,House,"1620 Foxhall Rd NW, Washington, DC 20007",5,4.5,10500,Washington,DC,20007
203,Townhouse,"3423 O St NW, Washington, DC 20007",2,2.5,7500,Washington,DC,20007
204,Townhouse,Unlisted Address,3,2.0,2995,,,
205,House,"45 Sutton Square SW Unit 908, Washington, DC 20024",3,3.5,20000,Washington,DC,20024
206,Townhouse,"1805 3rd St NE, Washington, DC 20002",5,3.5,5000,Washington,DC,20002
207,Townhouse,"135 Hamilton St NW, Washington, DC 20011",3,2.0,3600,Washington,DC,20011
208,Townhouse,"1513 Van Buren St NW, Washington, DC 20012",5,4.5,4000,Washington,DC,20012
209,Townhouse,"3653 13th St NW, Washington, DC 20010",3,2.0,3400,Washington,DC,20010
210,Townhouse,"901 26th St NW Unit 907, Washington, DC 20037",2,2.5,6750,Washington,DC,20037
211,House,"1255 22nd St NW Unit 2 BEDROOM, Washington, DC 20037",2,2.0,5100,Washington,DC,20037
212,House,"2425 Foxhall Rd NW, Washington, DC 20007",7,10.0,40000,Washington,DC,20007
213,Townhouse,"916 12th St NE Unit 1, Washington, DC 20002",3,3.0,3995,Washington,DC,20002
214,Townhouse,"1157 Oates St NE Unit B, Washington, DC 20002",3,3.0,4500,Washington,DC,20002
215,House,"1255 22nd St NW Unit 309, Washington, DC 20037",4,4.0,9750,Washington,DC,20037
216,Townhouse,"2017 N St NW, Washington, DC 20036",3,2.5,8500,Washington,DC,20036
217,Townhouse,"1244 34th St NW, Washington, DC 20007",2,2.0,10000,Washington,DC,20007
218,House,"1414 35th St NW, Washington, DC 20007",4,2.0,10995,Washington,DC,20007
219,Townhouse,"1208 G St SE, Washington, DC 20003",2,1.5,4000,Washington,DC,20003
220,Townhouse,"5326 9th St NW, Washington, DC 20011",3,2.5,4000,Washington,DC,20011
221,Townhouse,"44 R St NE, Washington, DC 20002",3,2.5,4800,Washington,DC,20002
222,Townhouse,"43 New York Ave NW Unit 1, Washington, DC 20001",2,Na,3295,Washington,DC,20001
223,Townhouse,"1324 Dexter Terrace SE, Washington, DC 20020",2,Na,2200,Washington,DC,20020
224,Townhouse,"454 Delafield Place NW, Washington, DC 20011",4,3.5,3650,Washington,DC,20011
225,Townhouse,"60 Q St NW, Washington, DC 20001",4,3.5,4650,Washington,DC,20001
226,Townhouse,"838 Madison St NW, Washington, DC 20011",4,2.0,3200,Washington,DC,20011
227,Townhouse,"613 Buchanan St NE, Washington, DC 20017",3,2.5,3250,Washington,DC,20017
228,House,"2912 26th St NE, Washington, DC 20018",5,4.5,6500,Washington,DC,20018
229,Townhouse,"3831 S St NW, Washington, DC 20007",4,4.0,6300,Washington,DC,20007
230,Townhouse,"4222 8th St NW Unit 1, Washington, DC 20011",4,4.0,4000,Washington,DC,20011
231,House,"1307 S St SE, Washington, DC 20020",3,1.5,3300,Washington,DC,20020
232,Townhouse,"2123 15th St SE, Washington, DC 20020",4,3.5,3500,Washington,DC,20020
233,House,"6017 New Hampshire Ave NE, Washington, DC 20011",3,2.0,3500,Washington,DC,20011
234,Townhouse,"2211 14th St NE, Washington, DC 20018",3,Na,2950,Washington,DC,20018
235,Townhouse,"6 W St NW, Washington, DC 20001",4,3.5,4800,Washington,DC,20001
236,House,"1620 21st Place SE Unit 2, Washington, DC 20020",3,Na,1891,Washington,DC,20020
237,Townhouse,"3106 Mount Pleasant St NW, Washington, DC 20010",4,2.0,4975,Washington,DC,20010
238,House,"1727 Taylor St NW, Washington, DC 20011",5,3.5,7200,Washington,DC,20011
239,Townhouse,"1807 E St NE, Washington, DC 20002",3,1.5,3000,Washington,DC,20002
240,Townhouse,"1846 Ingleside Terrace NW, Washington, DC 20010",4,2.5,4800,Washington,DC,20010
241,Townhouse,"26 P St NE Unit 4, Washington, DC 20002",3,3.0,3850,Washington,DC,20002
242,Townhouse,"641 Lamont St NW Unit A, Washington, DC 20010",2,2.5,3400,Washington,DC,20010
243,House,"1887 Savannah Place SE, Washington, DC 20020",3,2.0,2500,Washington,DC,20020
244,Townhouse,"3321 11th St NW Unit 4, Washington, DC 20010",2,2.0,3050,Washington,DC,20010
245,Townhouse,"3321 11th St NW Unit 3, Washington, DC 20010",2,2.0,2925,Washington,DC,20010
